,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
246,H0CA33117,"BASS, KAREN",O,1.0,DEM,932281.19,0.0,768918.65,0.0,0.0,163362.54,0.0,0.0,0.0,0.0,0.0,1925.09,565099.11,CA,33,,W,,W,86.0,358350.0,0.0,2010-12-31,4800.0,0.0
251,H2CA33048,"ROYBAL-ALLARD, LUCILLE",I,1.0,DEM,577788.12,0.0,611209.15,0.0,49609.68,16188.65,0.0,0.0,0.0,0.0,0.0,0.0,245227.11,CA,34,,W,,W,77.0,330175.86,1900.0,2010-12-31,0.0,0.0
252,H4CA23011,"WATERS, MAXINE",I,1.0,DEM,698820.76,0.0,723305.34,0.0,50881.42,26546.84,0.0,4800.0,4800.0,4800.0,4800.0,55533.34,221020.76,CA,35,,W,,W,79.0,101150.0,250.0,2010-12-31,250.0,0.0
253,H0CA35112,"BROWN, K BRUCE",C,2.0,REP,17340.0,0.0,20370.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15600.0,CA,35,,W,,L,20.0,1740.0,0.0,2010-12-31,0.0,0.0
254,H2CA27107,"HARMAN, JANE",I,1.0,DEM,1203707.21,0.0,1301447.56,0.0,138435.15,40694.8,0.0,0.0,0.0,0.0,0.0,0.0,773644.46,CA,36,,W,,W,59.0,429000.0,0.0,2010-12-31,1000.0,0.0
257,H0CA36136,"FEIN, MATTIE",C,2.0,REP,170618.04,0.0,168083.07,391.69,0.0,2534.97,91471.48,50000.0,0.0,0.0,0.0,89519.03,29146.56,CA,36,,W,,L,34.0,0.0,0.0,2010-12-31,0.0,0.0
261,H8CA37137,"RICHARDSON, LAURA",I,1.0,DEM,639928.35,0.0,663730.72,0.0,28889.64,5087.27,0.0,0.0,0.0,12000.0,0.0,437158.56,117120.21,CA,37,,W,,W,68.0,517281.53,6.05,2010-12-31,0.0,0.0
262,H0CA37159,"PARKER, STAR",C,2.0,REP,1851459.03,0.0,1826846.04,0.0,0.0,24612.99,0.0,0.0,20000.0,0.0,0.0,41868.0,1769748.74,CA,37,,W,,L,23.0,40520.55,0.0,2010-12-31,11225.0,0.0
263,H8CA37277,"DIBS, NICHOLAS (NICK)",C,3.0,IND,3549.18,0.0,2239.61,0.0,0.61,1310.18,0.0,1705.45,0.0,0.0,0.0,95989.32,1840.0,CA,37,,,,L,8.0,0.0,0.0,2010-12-31,0.0,0.0
264,H8CA34068,"NAPOLITANO, GRACE",I,1.0,DEM,391824.31,0.0,350881.38,0.0,238192.72,279135.65,0.0,0.0,0.0,85272.92,0.0,0.0,131336.27,CA,38,,W,,W,73.0,258663.28,0.0,2010-12-31,1800.0,0.0
265,H2CA39078,"SANCHEZ, LINDA",I,1.0,DEM,723863.07,0.0,741142.01,0.0,189578.52,172299.58,0.0,0.0,0.0,0.0,0.0,0.0,171154.22,CA,39,,W,,W,63.0,551130.74,10.18,2010-12-31,0.0,0.0
266,H0CA39080,"ANDRE, LARRY STEVEN",C,2.0,REP,53710.99,0.0,50565.17,0.0,0.0,3145.82,80.0,31000.0,0.0,0.0,0.0,31000.0,20571.99,CA,39,,W,,L,32.0,0.0,779.0,2010-12-31,0.0,0.0
268,H6CA39020,"ROYCE, ED MR",I,2.0,REP,1797849.31,0.0,1661978.1,0.0,2198888.94,2334760.15,0.0,0.0,0.0,0.0,0.0,0.0,956893.88,CA,40,,W,,W,66.0,725893.98,0.0,2010-12-31,200.0,3000.0
269,H8CA41113,"MEAGHER, PATRICK HAROLD",C,1.0,DEM,48278.52,0.0,48418.03,0.0,131.53,-7.98,5956.62,9133.73,0.0,5558.25,0.0,3575.48,25583.2,CA,41,,W,,L,36.0,6934.75,500.0,2010-12-31,0.0,0.0
270,H8CA37079,"LEWIS, JERRY",I,2.0,REP,688155.08,0.0,1148216.29,0.0,1076310.05,616248.84,0.0,0.0,0.0,0.0,0.0,0.0,181849.0,CA,41,,W,,W,63.0,493150.0,0.0,2010-12-31,0.0,0.0
274,H8CA41063,"MILLER, GARY G. G",I,2.0,REP,767699.77,0.0,769415.39,0.0,862157.56,860441.94,0.0,0.0,0.0,0.0,0.0,0.0,319661.57,CA,42,,W,,W,62.0,357050.0,32.79,2010-12-31,0.0,0.0
275,H6CA42099,"BACA, JOE",I,1.0,DEM,758696.3,0.0,697007.19,0.0,62775.74,124464.85,0.0,0.0,0.0,0.0,0.0,3477.5,348423.31,CA,43,,W,,W,65.0,404182.4,0.0,2010-12-31,6350.0,2105.0
276,H6CA43121,"FOLKENS, SCOTT LLOYD",C,2.0,REP,23852.0,0.0,24769.0,250.0,686.0,67.0,450.0,0.0,0.0,0.0,0.0,0.0,22897.0,CA,43,,W,,L,34.0,500.0,0.0,2010-11-30,0.0,0.0
277,H8CA44091,"HEDRICK, WILLIAM EUGENE",C,1.0,DEM,546700.86,0.0,561785.82,0.0,20976.55,6591.56,0.0,0.0,0.0,0.0,0.0,40733.72,414188.59,CA,44,,W,,L,44.0,127612.76,4800.0,2010-12-31,0.0,4500.0
279,H2CA37023,"CALVERT, KEN",I,2.0,REP,1663591.45,28507.24,1540252.72,0.0,51455.79,174794.52,0.0,0.0,0.0,0.0,0.0,2370.5,921691.72,CA,44,,W,,W,55.0,704833.25,0.0,2010-12-31,10840.0,15100.0
280,H0CA45053,"POUGNET, STEPHEN P",C,1.0,DEM,1846142.44,3647.45,1843287.82,0.0,0.0,2854.62,7200.0,0.0,0.0,0.0,0.0,1432.25,1517153.27,CA,45,,W,,L,42.0,315104.52,24.12,2010-12-31,1350.0,0.0
282,H8CA44034,"BONO MACK, MARY",I,2.0,REP,2427223.83,75574.13,2486843.85,0.0,302507.35,242887.33,0.0,0.0,0.0,0.0,0.0,0.0,1409479.57,CA,45,,W,,W,51.0,914437.32,5000.0,2010-12-31,8800.0,5742.34
284,H0CA46069,"ARNOLD, KENNETH",C,1.0,DEM,18405.4,0.0,18087.87,0.0,0.0,317.53,948.4,2550.0,0.0,0.0,0.0,11445.2,12257.0,CA,46,,W,,L,37.0,2650.0,0.0,2010-12-31,0.0,0.0
286,H8CA42061,"ROHRABACHER, DANA",I,2.0,REP,404285.0,0.0,382318.61,0.0,257422.96,279389.35,0.0,0.0,0.0,0.0,0.0,0.0,305935.0,CA,46,,W,,W,62.0,98350.0,0.0,2010-12-31,6100.0,0.0
287,H6CA46033,"SANCHEZ, LORETTA",I,1.0,DEM,2056345.28,0.0,2303721.82,0.0,464895.83,217519.29,0.0,0.0,0.0,0.0,0.0,0.0,1149692.26,CA,47,,W,,W,52.0,889447.98,72.4,2010-12-31,2100.0,700.0
288,H0CA47067,"TRAN, VAN",C,2.0,REP,1404741.42,0.0,1395563.47,0.0,0.0,9177.95,5500.0,0.0,0.0,0.0,0.0,1873.15,1162303.55,CA,47,,W,,L,39.0,225742.55,8000.0,2010-12-31,42775.0,100.0
291,H0CA47083,"IGLESIAS, CECILIA PATRICIA",C,3.0,IND,118889.2,0.0,118889.52,0.0,0.0,0.0,0.0,35240.0,0.0,0.0,0.0,24670.74,67239.2,CA,47,,,,L,7.0,0.0,0.0,2010-12-31,1000.0,0.0
293,H0CA48131,"KROM, BETH",C,1.0,DEM,704262.28,0.0,703111.74,0.0,0.0,1150.54,0.0,0.0,0.0,0.0,0.0,0.0,622977.83,CA,48,,W,,L,36.0,68356.63,0.0,2010-12-31,3600.0,0.0
294,H6CA48039,"CAMPBELL, JOHN BT III",I,2.0,REP,1547266.43,0.0,1098848.75,0.0,269444.96,717862.64,0.0,315000.0,0.0,315000.0,0.0,45730.72,673926.64,CA,48,,W,,W,59.0,523906.18,0.0,2010-12-31,100.0,0.0
295,H0CA49089,"KATZ, HOWARD LOUIS",C,1.0,DEM,15359.0,0.0,14854.36,0.0,0.0,504.08,0.0,2066.58,0.0,60.0,0.0,2007.48,12333.97,CA,49,,W,,L,31.0,836.25,0.0,2010-12-31,30.0,0.0
296,H0CA48024,"ISSA, DARRELL",I,2.0,REP,1495192.51,0.0,1232154.36,0.0,122963.44,386001.59,0.0,0.0,0.0,0.0,0.0,0.0,789247.36,CA,49,,W,,W,62.0,699510.41,0.0,2010-12-31,4660.0,6000.0
299,H4CA50055,"BUSBY, FRANCINE P",C,1.0,DEM,615606.49,0.0,582138.56,0.0,0.0,33467.93,0.0,5000.0,0.0,5000.0,0.0,1500.0,593194.5,CA,50,,W,,L,38.0,8000.0,0.0,2010-12-31,0.0,0.0
300,H4CA49032,"BILBRAY, BRIAN P",I,2.0,REP,1207756.97,7400.0,1104328.25,0.0,47550.25,158378.97,0.0,0.0,0.0,0.0,0.0,0.0,740492.14,CA,50,,W,,W,56.0,451142.4,0.0,2010-12-31,600.0,400.0
301,H2CA50034,"FILNER, BOB",I,1.0,DEM,943215.59,0.0,1006287.72,0.0,69338.35,6266.22,0.0,0.0,0.0,0.0,0.0,0.0,480323.44,CA,51,,W,,W,60.0,455050.0,0.0,2010-12-31,0.0,0.0
303,H0CA51036,"POPADITCH, NICHOLAS ALLEN",C,2.0,REP,366748.87,0.0,361013.42,0.0,0.0,5734.62,0.0,0.0,0.0,0.0,0.0,0.0,336948.87,CA,51,,W,,L,39.0,29800.0,0.0,2010-12-31,4750.0,0.0
304,H0CA52042,"LUTZ, RAYMOND CLARK",C,1.0,DEM,42048.87,0.0,42048.87,0.0,0.0,0.0,100.0,8000.0,0.0,6232.93,0.0,0.0,33460.98,CA,52,,W,,L,32.0,0.0,0.0,2010-12-31,0.0,0.0
305,H8CA52052,"HUNTER, DUNCAN D.",I,2.0,REP,766758.63,787.86,758724.29,42000.0,24262.32,32296.66,0.0,0.0,0.0,0.0,0.0,0.0,326086.57,CA,52,,W,,W,63.0,437579.35,0.0,2010-12-31,250.0,0.0
306,H0CA49055,"DAVIS, SUSAN A",I,1.0,DEM,623885.89,0.0,718076.56,0.0,571414.39,477873.72,0.0,0.0,0.0,0.0,0.0,0.0,342642.14,CA,53,,W,,W,62.0,278175.0,0.0,2010-12-31,10.0,3000.0
310,H8CA53019,"CRIMMINS, MICHAEL PETER",C,2.0,REP,147384.35,0.0,143269.48,0.0,620.36,4840.23,10.0,2550.0,0.0,2750.0,0.0,0.0,135851.12,CA,53,,W,,L,34.0,8900.0,0.0,2010-12-31,0.0,0.0
311,H6CO01141,"DEGETTE, DIANA L.",I,1.0,DEM,825015.66,16500.0,822288.51,0.0,106102.19,108829.34,0.0,0.0,0.0,0.0,0.0,0.0,305665.1,CO,01,,W,,W,67.0,501306.8,292.32,2010-12-31,0.0,1591.42
312,H0CO01078,"FALLON, MICHAEL PETER",C,2.0,REP,196993.0,0.0,196993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192993.0,CO,01,,W,,L,28.0,4000.0,0.0,2010-12-31,0.0,0.0
314,H0CO01110,"JONES, CLINTON DOUGLAS",C,3.0,LIB,13800.0,0.0,13644.0,0.0,0.0,154.0,9500.0,0.0,0.0,0.0,0.0,0.0,4300.0,CO,01,,W,,L,1.0,0.0,0.0,2010-11-22,0.0,0.0
315,H8CO02137,"POLIS, JARED",I,1.0,DEM,1248539.37,80000.0,895953.1,0.0,29539.52,382125.76,834917.48,0.0,0.0,0.0,0.0,0.0,308983.04,CO,02,,W,,W,57.0,2000.0,527.87,2010-12-31,3400.0,0.0
316,H0CO02134,"BAILEY, STEPHEN",C,2.0,REP,130885.78,0.0,130747.13,0.0,0.0,138.65,8272.29,30000.0,0.0,0.0,0.0,30000.0,82498.43,CO,02,,W,,L,37.0,7615.06,2500.0,2010-12-31,0.0,0.0
318,H0CO02159,"HARRIS, CURTIS LEE",C,3.0,LIB,11487.0,0.0,11489.0,0.0,0.0,0.0,1029.0,3013.0,0.0,3013.0,0.0,0.0,7445.0,CO,02,,W,,L,1.0,0.0,0.0,2010-11-04,0.0,0.0
319,H4CO03167,"SALAZAR, JOHN TONY MR.",I,1.0,DEM,2067197.55,31500.0,2474562.48,0.0,464754.29,57389.36,0.0,0.0,0.0,0.0,0.0,0.0,969021.05,CO,03,,W,,L,45.0,1048850.26,2873.21,2010-12-31,4475.0,5000.0
323,H6CO03139,"TIPTON, SCOTT R. MR.",C,2.0,REP,1232112.91,22116.97,1207831.54,0.0,0.0,24116.77,1850.0,0.0,0.0,0.0,0.0,156116.05,1003894.82,CO,03,,W,,W,50.0,191700.0,12551.12,2010-12-31,6649.98,0.0
324,H0CO03108,"SEGREST, JAKE",C,3.0,IND,18767.0,0.0,18465.0,0.0,0.0,300.0,18767.0,0.0,0.0,0.0,0.0,0.0,0.0,CO,03,,,,L,1.0,0.0,0.0,2010-12-31,0.0,0.0
325,H8CO04067,"MARKEY, BETSY",I,1.0,DEM,3601721.36,96428.0,3612695.65,188100.0,21591.49,10617.2,0.0,0.0,0.0,0.0,0.0,0.0,2486579.17,CO,04,,W,,L,41.0,997444.86,9177.34,2010-12-31,4161.0,2500.0
328,H0CO04122,"GARDNER, CORY SCOTT REP.",C,2.0,REP,2426591.08,55782.34,2407602.45,0.0,0.0,18988.63,0.0,0.0,0.0,0.0,0.0,103062.26,1735291.48,CO,04,,W,,W,52.0,608763.71,5312.5,2010-12-31,14595.02,1200.0
329,H6CO05159,"LAMBORN, DOUGLAS",I,2.0,REP,338475.98,0.0,230382.68,0.0,46469.23,154562.53,0.0,0.0,0.0,47500.0,0.0,361.4,115620.93,CO,05,,W,,W,65.0,220709.95,655.0,2010-12-31,0.0,0.0
331,H0CO06077,"FLERLAGE, JOHN",C,1.0,DEM,153656.72,0.0,152780.23,0.0,0.0,876.49,2913.31,2500.0,0.0,1500.0,0.0,1035.0,94216.32,CO,06,,W,,L,31.0,51500.0,0.0,2010-12-31,0.0,0.0
332,H8CO06138,"COFFMAN, MIKE",I,2.0,REP,904465.84,0.0,655958.12,0.0,163029.04,411536.76,0.0,0.0,0.0,79402.08,0.0,6843.53,609507.46,CO,06,,W,,W,65.0,286870.19,250.0,2010-12-31,18330.0,5000.0
333,H0CO06085,"MCNEALY, ROBERT LEE",C,3.0,LIB,24052.39,0.0,24137.7,0.0,776.23,0.0,5420.39,0.0,0.0,0.0,0.0,0.0,18549.0,CO,06,,W,,L,2.0,0.0,0.0,2010-12-31,0.0,0.0
334,H6CO07023,"PERLMUTTER, EDWIN G",I,1.0,DEM,2443962.01,20500.0,2943592.74,0.0,544853.01,45222.28,20.0,0.0,0.0,0.0,0.0,0.0,1290581.82,CO,07,,W,,W,53.0,1121260.87,642.32,2010-12-31,1800.0,4000.0
336,H0CO07026,"FRAZIER, RYAN L",C,2.0,REP,1775458.06,15100.0,1771942.8,0.0,0.0,3514.62,0.0,0.0,0.0,0.0,0.0,7500.0,1529490.11,CO,07,,W,,L,41.0,225904.27,2500.0,2010-12-31,4230.0,750.0
340,H8CT01046,"LARSON, JOHN B",I,1.0,DEM,2401251.52,0.0,2445769.76,0.0,461365.0,416846.76,0.0,0.0,0.0,0.0,0.0,2238.92,1328690.56,CT,01,,,,W,61.0,1050815.92,125.61,2010-12-31,11600.0,0.0
342,H0CT01076,"BRICKLEY, ANN",C,2.0,REP,314096.89,0.0,313854.51,0.0,0.0,242.38,0.0,216751.89,0.0,2000.0,0.0,214751.89,90654.0,CT,01,,W,,L,37.0,6350.0,0.0,2010-12-31,0.0,0.0
344,H0CT01084,"KRAYESKE, KENNETH JAMES",C,3.0,GRE,10591.0,0.0,10590.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,0.0,0.0,9565.0,CT,01,,,,L,1.0,0.0,0.0,2010-12-31,0.0,0.0
345,H2CT02112,"COURTNEY, JOSEPH D",I,1.0,DEM,1781959.07,0.0,2171903.82,0.0,625253.79,235559.04,0.0,0.0,0.0,0.0,0.0,0.0,1065844.34,CT,02,,,,W,59.0,689095.0,228.74,2010-12-31,2750.0,0.0
350,H0CT02173,"PECKINPAUGH, JANET",C,2.0,REP,247390.61,0.0,269667.73,0.0,0.0,-22127.12,0.0,0.0,0.0,0.0,0.0,0.0,241490.61,CT,02,,W,,L,38.0,5900.0,0.0,2010-12-31,0.0,0.0
351,H8CT02077,"DESHEFY, GREGORY SCOTT",C,3.0,GRE,2369.0,0.0,2157.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5731.0,2269.0,CT,02,,,,L,1.0,0.0,100.0,2010-12-31,0.0,0.0
353,H0CT03072,"DELAURO, ROSA L",I,1.0,DEM,1309372.93,0.0,1373230.35,0.0,69042.37,5184.95,0.0,0.0,0.0,0.0,0.0,3852.58,551525.02,CT,03,,,,W,64.0,756718.36,13.08,2010-12-31,2750.0,6500.0
354,H0CT03106,"LABRIOLA, JERRY JR.",C,2.0,REP,204422.36,0.0,186118.24,0.0,0.0,6430.0,0.0,37000.0,0.0,7350.0,0.0,30650.0,152447.0,CT,03,,,,L,33.0,4750.0,10100.0,2010-12-31,0.0,0.0
357,H8CT04172,"HIMES, JIM",I,1.0,DEM,3685473.07,10050.0,3698701.84,0.0,30091.71,16862.94,0.0,24975.5,0.0,94974.5,0.0,280594.29,2349587.55,CT,04,,,,W,53.0,1245496.29,854.95,2010-12-31,60570.0,4500.0
360,H0CT04146,"DEBICELLA, DAN",C,2.0,REP,1965914.57,0.0,1961841.48,0.0,0.0,4073.09,0.0,0.0,0.0,0.0,0.0,0.0,1851314.57,CT,04,,W,,L,46.0,111850.0,2750.0,2010-12-31,1500.0,0.0
364,H6CT05124,"MURPHY, CHRISTOPHER",I,1.0,DEM,3034971.25,0.0,3079678.37,0.0,74880.52,30173.4,0.0,0.0,0.0,0.0,0.0,0.0,2008014.44,CT,05,,,,W,54.0,1015449.0,500.82,2010-12-31,8850.0,1150.0
370,H0CT05176,"CALIGIURI, SAM",C,2.0,REP,1320420.31,0.0,1309199.4,0.0,0.0,11220.91,196.0,51000.0,0.0,51000.0,0.0,33013.01,1130472.2,CT,05,,W,,L,45.0,112341.46,17307.83,2010-12-31,7075.0,0.0
371,H0DC00058,"NORTON, ELEANOR HOLMES",I,1.0,DEM,425600.0,0.0,355836.41,0.0,214004.62,283768.21,0.0,0.0,0.0,0.0,0.0,0.0,207450.0,DC,00,,W,,W,89.0,218150.0,0.0,2010-12-31,500.0,0.0
374,H0DC00199,"SMITH, MARJORIE (MISSY) REILLY",C,2.0,REP,74726.17,0.0,74452.47,0.0,0.0,273.7,0.0,2400.0,2000.0,2400.0,2000.0,0.0,67505.24,DC,00,,W,,L,6.0,500.0,0.0,2010-12-31,493.99,0.0
375,H0DE01017,"CARNEY, JOHN CHARLES JR",O,1.0,DEM,2140065.29,1500.0,2115140.17,64000.0,0.0,24925.12,0.0,0.0,0.0,0.0,0.0,0.0,1468815.51,DE,00,,W,,W,56.0,661671.03,0.0,2010-12-31,2911.92,2100.0
380,H0DE01033,"URQUHART, GLEN",O,2.0,REP,1369932.21,0.0,1364256.86,0.0,0.0,5675.35,0.0,1000000.0,0.0,0.0,0.0,1000000.0,346119.12,DE,00,,W,,L,41.0,15855.15,2000.0,2010-12-31,0.0,0.0
382,H0DE00126,"WANGEN, BRENT",O,3.0,LIB,6434.0,0.0,6300.0,0.0,0.0,131.0,212.0,0.0,0.0,0.0,0.0,0.0,5822.0,DE,00,,,,L,0.0,250.0,150.0,2010-12-29,0.0,0.0
383,H0DE00100,"LOFLAND, EARL R",O,3.0,OTH,1453.0,0.0,1453.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.0,DE,00,,,,L,1.0,0.0,0.0,2010-11-05,0.0,0.0
384,H0FL00023,"KRAUSE, JOHN E",C,2.0,REP,38631.05,0.0,38631.05,0.0,0.0,0.0,0.0,11456.13,0.0,911.33,0.0,10544.8,27011.34,FL,01,,,,L,8.0,0.0,0.0,2010-12-31,0.0,0.0
385,H2FL01100,"MILLER, JEFFERSON B",I,2.0,REP,567897.85,0.0,556852.61,0.0,7577.37,18622.61,0.0,0.0,0.0,0.0,0.0,0.0,286294.0,FL,01,,W,,W,80.0,280448.85,0.0,2010-12-31,0.0,0.0
386,H0FL01104,"CANTRELL, JOSEPH HENRY JR",C,3.0,IND,11179.0,0.0,11178.0,0.0,0.0,0.0,0.0,179.0,11179.52,0.0,0.0,0.0,0.0,FL,01,,,,L,10.0,0.0,0.0,2010-12-31,0.0,0.0
389,H6FL00046,"BOYD, F. ALLEN JR.",I,1.0,DEM,2690989.25,16037.0,3814063.8,0.0,1157706.56,34632.01,0.0,0.0,0.0,0.0,0.0,2000.0,846774.62,FL,02,,W,,L,41.0,1790162.01,6746.18,2010-12-31,1190.0,0.0
391,H0FL02110,"SOUTHERLAND, WILLIAM STEVE II",C,2.0,REP,1291070.74,62063.19,1290928.8,0.0,0.0,141.94,28500.0,0.0,0.0,0.0,0.0,0.0,950065.9,FL,02,,W,,W,53.0,241014.09,6950.0,2010-12-31,1000.0,0.0
396,H0FL02177,"BERRYHILL, DIANNE JORDEN",C,3.0,NPA,10828.55,0.0,10220.58,0.0,0.0,607.97,0.0,5000.0,0.0,0.0,0.0,7261.45,5590.16,FL,02,,,,L,2.0,0.0,0.0,2010-12-31,0.0,0.0
397,H0FL02094,"MCKAIN, PAUL CRANDALL",C,3.0,OTH,49931.42,0.0,49931.42,0.0,0.0,0.0,2929.42,0.0,0.0,0.0,0.0,0.0,47002.0,FL,02,,,,L,2.0,0.0,0.0,2010-11-02,0.0,0.0
399,H2FL03056,"BROWN, CORRINE",I,1.0,DEM,990488.78,45210.03,1003553.25,7820.0,17300.83,4236.36,0.0,16500.0,0.0,16000.0,0.0,14150.0,543497.21,FL,03,,W,,W,63.0,351688.53,0.0,2010-12-31,7015.36,0.0
404,H0FL06061,"YOST, MICHAEL F ''MIKE''",C,2.0,REP,156856.14,0.0,153550.04,200.0,0.0,3306.1,47.5,4394.9,0.0,2700.0,0.0,1694.9,145113.74,FL,03,,W,,L,33.0,3300.0,4000.0,2010-12-31,150.0,1500.0
405,H0FL03076,"MARTIN-BACK, TERRY L",C,3.0,NPA,8105.0,0.0,8444.0,0.0,650.0,311.0,0.0,5000.0,0.0,0.0,0.0,5000.0,3105.0,FL,03,,,,L,3.0,0.0,0.0,2010-09-30,0.0,0.0
406,H0FL04066,"CRENSHAW, ANDER HON",I,2.0,REP,554327.37,0.0,669113.37,0.0,662399.38,547613.38,0.0,0.0,0.0,0.0,0.0,0.0,275619.0,FL,04,,W,,W,77.0,237458.95,32.78,2010-12-31,550.0,0.0
407,H0FL04108,"STANLEY, TROY DWAYNE",C,2.0,REP,15778.83,0.0,15675.09,0.0,10.0,113.74,1394.65,0.0,0.0,0.0,0.0,0.0,14383.48,FL,04,,,,L,22.0,0.0,0.0,2010-12-31,180.0,0.0
408,H0FL04033,"PUESCHEL, DEBORAH KATZ",C,3.0,NNE,0.0,0.0,46.0,0.0,962.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL,04,,,,L,0.0,0.0,0.0,2010-12-31,0.0,0.0
410,H0FL05113,"PICCILLO, JAMES JOHN",O,1.0,DEM,146685.74,0.0,149580.03,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,119955.74,FL,05,,W,,L,32.0,26500.0,100.0,2010-12-31,100.0,0.0
412,H0FL05139,"NUGENT, RICHARD B",O,2.0,REP,518609.48,0.0,506953.89,0.0,0.0,11655.59,0.0,11000.0,0.0,0.0,0.0,14586.47,244407.59,FL,05,,W,,W,67.0,262527.56,0.0,2010-12-31,75.0,0.0
414,H0FL06079,"SCHONBERG, STEVEN E",C,1.0,DEM,10727.0,0.0,8052.0,0.0,0.0,2675.0,0.0,10727.0,0.0,0.0,0.0,11061.0,0.0,FL,06,,,,L,28.0,0.0,0.0,2010-12-31,0.0,0.0
416,H8FL06056,"STEARNS, CLIFFORD B.",I,2.0,REP,771907.08,0.0,917485.78,0.0,2272965.45,2127386.75,25.0,0.0,0.0,0.0,0.0,0.0,221388.7,FL,06,,W,,W,71.0,441150.0,0.0,2010-12-31,100.0,0.0
418,H0FL07077,"BEAVEN, HEATHER MAURINE",C,1.0,DEM,239084.08,0.0,235849.91,0.0,0.0,2707.84,0.0,0.0,0.0,0.0,0.0,49.54,198615.66,FL,07,,W,,L,30.0,34700.0,5000.0,2010-12-31,350.0,0.0
419,H2FL08055,"MICA, JOHN L. MR.",I,2.0,REP,1205985.13,0.0,1334101.34,0.0,681198.98,553082.77,0.0,0.0,0.0,0.0,0.0,0.0,459476.11,FL,07,,W,,W,69.0,716399.01,475.0,2010-12-31,250.0,0.0
421,H6FL08213,"GRAYSON, ALAN MARK",I,1.0,DEM,6041742.11,8550.0,5573271.75,0.0,6001.13,332.5,0.0,590000.0,0.0,113460.0,0.0,1342359.34,4661840.09,FL,08,,W,,L,38.0,711532.97,250.0,2010-12-31,3785.1,8700.0
424,H0FL08117,"DUNMIRE, PEG",C,2.0,REP,302122.31,0.0,285076.23,0.0,0.0,17046.08,0.0,266630.29,0.0,0.0,0.0,266630.29,35492.02,FL,08,,,,L,3.0,0.0,0.0,2010-11-22,0.0,0.0
431,H0FL08208,"WEBSTER, DANIEL",C,2.0,REP,1821764.46,51465.88,1756774.9,0.0,0.0,64989.56,384.91,0.0,0.0,0.0,0.0,0.0,1304836.21,FL,08,,W,,W,56.0,449935.82,5100.0,2010-12-31,2400.0,0.0
434,H0FL08216,"METCALFE, GEORGE L",C,3.0,IND,13500.0,0.0,12991.0,0.0,0.0,447.0,0.0,13500.0,0.0,0.0,0.0,0.0,0.0,FL,08,,,,L,1.0,0.0,0.0,2010-10-15,0.0,0.0
436,H8FL09084,"DE PALMA, ANITA",C,1.0,DEM,13496.0,0.0,13401.0,0.0,0.0,0.0,750.0,10440.0,0.0,0.0,0.0,0.0,2306.0,FL,09,,W,,L,28.0,0.0,0.0,2010-12-12,0.0,0.0
437,H6FL09070,"BILIRAKIS, GUS MICHAEL",I,2.0,REP,1088911.24,0.0,915411.41,0.0,34583.11,208030.19,0.0,0.0,0.0,0.0,0.0,0.0,770801.37,FL,09,,W,,W,71.0,311097.72,32.78,2010-12-31,0.0,0.0
438,H0FL10055,"JUSTICE, CHARLIE",C,1.0,DEM,321127.81,0.0,320532.34,0.0,0.0,595.47,0.0,0.0,0.0,0.0,0.0,0.0,255627.81,FL,10,,W,,L,34.0,65500.0,0.0,2010-12-31,100.0,0.0
441,H6FL06035,"YOUNG, C. W. BILL",I,2.0,REP,697977.68,0.0,965474.94,10000.0,470837.04,203339.78,0.0,0.0,0.0,0.0,0.0,0.0,322614.12,FL,10,,W,,W,65.0,364694.64,0.0,2010-12-31,0.0,0.0
443,H6FL11126,"CASTOR, KATHY",I,1.0,DEM,887032.51,0.0,680010.98,0.0,120174.9,327196.43,0.0,0.0,0.0,0.0,0.0,0.0,504513.84,FL,11,,W,,W,59.0,372865.17,0.0,2010-12-31,100.0,0.0
446,H0FL11160,"PRENDERGAST, MIKE",C,2.0,REP,510417.15,0.0,501047.01,0.0,0.0,9370.14,0.0,0.0,0.0,0.0,0.0,5720.0,480917.15,FL,11,,W,,L,40.0,24500.0,5000.0,2010-12-31,1500.0,0.0
